"ID","Sources","Emissions","Periods","EmissionsDutchTerritory_1"
"572","A049055","A044112","2004JJ00","   192.3"
"573","A049055","A044112","2005JJ00","   187.9"
"574","A049055","A044112","2006JJ00","   184.6"
"575","A049055","A044112","2007JJ00","   183.1"
"576","A049055","A044112","2008JJ00","   182.1"
"577","A049055","A044112","2009JJ00","   168.9"
"578","A049055","A044112","2010JJ00","   165.3"
"579","A049055","A044112","2011JJ00","   160.5"
"580","A049055","A044112","2012JJ00","   156.5"
"581","A049055","A044112","2013JJ00","   146.9"
"582","A049055","A044112","2014JJ00","   145.3"
"583","A049055","A044112","2015JJ00","   145.1"
"584","A049055","A044112","2016JJ00","   142.2"
"585","A049055","A044112","2017JJ00","   138.3"
"586","A049055","A044112","2018JJ00","   138.4"
"587","A049055","A044112","2019JJ00","   132.0"
"588","A049055","A044112","2020JJ00","   118.8"
"589","A049055","A044110","1990JJ00","     0.4"
"590","A049055","A044110","1991JJ00","     0.5"
"591","A049055","A044110","1992JJ00","     0.6"
"592","A049055","A044110","1993JJ00","     0.7"
"593","A049055","A044110","1994JJ00","     0.8"
"594","A049055","A044110","1995JJ00","     0.9"
"595","A049055","A044110","1996JJ00","     0.9"
"596","A049055","A044110","1997JJ00","     0.9"
"597","A049055","A044110","1998JJ00","     0.9"
"598","A049055","A044110","1999JJ00","     0.9"
"599","A049055","A044110","2000JJ00","     1.0"
"600","A049055","A044110","2001JJ00","     1.0"
"601","A049055","A044110","2002JJ00","     0.9"
"602","A049055","A044110","2003JJ00","     0.9"
"603","A049055","A044110","2004JJ00","     0.9"
"604","A049055","A044110","2005JJ00","     0.9"
"605","A049055","A044110","2006JJ00","     0.9"
"606","A049055","A044110","2007JJ00","     0.9"
"607","A049055","A044110","2008JJ00","     0.9"
"608","A049055","A044110","2009JJ00","     0.9"
"609","A049055","A044110","2010JJ00","     0.9"
"610","A049055","A044110","2011JJ00","     0.9"
"611","A049055","A044110","2012JJ00","     0.9"
"612","A049055","A044110","2013JJ00","     0.8"
"613","A049055","A044110","2014JJ00","     0.8"
"614","A049055","A044110","2015JJ00","     0.9"
"615","A049055","A044110","2016JJ00","     1.1"
"616","A049055","A044110","2017JJ00","     1.2"
"617","A049055","A044110","2018JJ00","     1.4"
"618","A049055","A044110","2019JJ00","     1.5"
"619","A049055","A044110","2020JJ00","     1.3"
"620","A049055","A044114","1990JJ00","    24.2"
"621","A049055","A044114","1991JJ00","    24.5"
"622","A049055","A044114","1992JJ00","    25.1"
"623","A049055","A044114","1993JJ00","    25.1"
"624","A049055","A044114","1994JJ00","    24.6"
"625","A049055","A044114","1995JJ00","    23.8"
"626","A049055","A044114","1996JJ00","    21.0"
"627","A049055","A044114","1997JJ00","    17.6"
"628","A049055","A044114","1998JJ00","    17.7"
"629","A049055","A044114","1999JJ00","    18.3"
"630","A049055","A044114","2000JJ00","    17.0"
"631","A049055","A044114","2001JJ00","    14.6"
"632","A049055","A044114","2002JJ00","    14.3"
"633","A049055","A044114","2003JJ00","    14.0"
"634","A049055","A044114","2004JJ00","    14.0"
"635","A049055","A044114","2005JJ00","    13.5"
"636","A049055","A044114","2006JJ00","    14.0"
"637","A049055","A044114","2007JJ00","    13.1"
"638","A049055","A044114","2008JJ00","    11.1"
"639","A049055","A044114","2009JJ00","    10.1"
"640","A049055","A044114","2010JJ00","     6.8"
"641","A049055","A044114","2011JJ00","     4.8"
"642","A049055","A044114","2012JJ00","     4.8"
"643","A049055","A044114","2013JJ00","     4.4"
"644","A049055","A044114","2014JJ00","     4.6"
"645","A049055","A044114","2015JJ00","     1.7"
"646","A049055","A044114","2016JJ00","     1.5"
"647","A049055","A044114","2017JJ00","     1.5"
"648","A049055","A044114","2018JJ00","     2.0"
"649","A049055","A044114","2019JJ00","     1.9"
"650","A049055","A044114","2020JJ00","     1.7"
"651","A049055","A044113","1990JJ00","    20.1"
"652","A049055","A044113","1991JJ00","    19.3"
"653","A049055","A044113","1992JJ00","    19.0"
"654","A049055","A044113","1993JJ00","    17.9"
"655","A049055","A044113","1994JJ00","    17.0"
"656","A049055","A044113","1995JJ00","    16.1"
"657","A049055","A044113","1996JJ00","    15.1"
"658","A049055","A044113","1997JJ00","    14.7"
"659","A049055","A044113","1998JJ00","    14.1"
"660","A049055","A044113","1999JJ00","    14.1"
"661","A049055","A044113","2000JJ00","    13.6"
"662","A049055","A044113","2001JJ00","    13.1"
"663","A049055","A044113","2002JJ00","    12.5"
"664","A049055","A044113","2003JJ00","    12.0"
"665","A049055","A044113","2004JJ00","    11.6"
"666","A049055","A044113","2005JJ00","    11.2"
"667","A049055","A044113","2006JJ00","    10.8"
"668","A049055","A044113","2007JJ00","    10.4"
"669","A049055","A044113","2008JJ00","    10.1"
"670","A049055","A044113","2009JJ00","     9.3"
"671","A049055","A044113","2010JJ00","     8.6"
"672","A049055","A044113","2011JJ00","     7.9"
"673","A049055","A044113","2012JJ00","     7.4"
"674","A049055","A044113","2013JJ00","     6.9"
"675","A049055","A044113","2014JJ00","     6.6"
"676","A049055","A044113","2015JJ00","     6.2"
"677","A049055","A044113","2016JJ00","     6.0"
"678","A049055","A044113","2017JJ00","     5.9"
"679","A049055","A044113","2018JJ00","     5.9"
"680","A049055","A044113","2019JJ00","     5.7"
"681","A049055","A044113","2020JJ00","     5.1"
"682","A025424","A044109","1990JJ00"," 23790.0"
"683","A025424","A044109","1991JJ00"," 23592.0"
"684","A025424","A044109","1992JJ00"," 24753.0"
"685","A025424","A044109","1993JJ00"," 24633.0"
"686","A025424","A044109","1994JJ00"," 24930.0"
"687","A025424","A044109","1995JJ00"," 25073.0"
"688","A025424","A044109","1996JJ00"," 25241.0"
"689","A025424","A044109","1997JJ00"," 25678.0"
"690","A025424","A044109","1998JJ00"," 26209.0"
"691","A025424","A044109","1999JJ00"," 27340.0"
"692","A025424","A044109","2000JJ00"," 27700.0"
"693","A025424","A044109","2001JJ00"," 27984.0"
"694","A025424","A044109","2002JJ00"," 28436.0"
"695","A025424","A044109","2003JJ00"," 28721.0"
"696","A025424","A044109","2004JJ00"," 29381.0"
"697","A025424","A044109","2005JJ00"," 29353.0"
"698","A025424","A044109","2006JJ00"," 29425.0"
"699","A025424","A044109","2007JJ00"," 29908.0"
"700","A025424","A044109","2008JJ00"," 29849.0"
"701","A025424","A044109","2009JJ00"," 29699.0"
"702","A025424","A044109","2010JJ00"," 29713.0"
"703","A025424","A044109","2011JJ00"," 29657.0"
"704","A025424","A044109","2012JJ00"," 29439.0"
"705","A025424","A044109","2013JJ00"," 28861.0"
"706","A025424","A044109","2014JJ00"," 28739.0"
"707","A025424","A044109","2015JJ00"," 29091.0"
"708","A025424","A044109","2016JJ00"," 29226.0"
"709","A025424","A044109","2017JJ00"," 28724.0"
"710","A025424","A044109","2018JJ00"," 28501.0"
"711","A025424","A044109","2019JJ00"," 28446.0"
"712","A025424","A044109","2020JJ00"," 24762.0"
"713","A025424","A044108","1990JJ00","   709.9"
"714","A025424","A044108","1991JJ00","   614.7"
"715","A025424","A044108","1992JJ00","   590.5"
"716","A025424","A044108","1993JJ00","   543.1"
"717","A025424","A044108","1994JJ00","   511.3"
"718","A025424","A044108","1995JJ00","   488.2"
"719","A025424","A044108","1996JJ00","   471.0"
"720","A025424","A044108","1997JJ00","   445.9"
"721","A025424","A044108","1998JJ00","   424.9"
"722","A025424","A044108","1999JJ00","   414.7"
"723","A025424","A044108","2000JJ00","   398.1"
"724","A025424","A044108","2001JJ00","   396.2"
"725","A025424","A044108","2002JJ00","   400.2"
"726","A025424","A044108","2003JJ00","   401.5"
"727","A025424","A044108","2004JJ00","   402.3"
"728","A025424","A044108","2005JJ00","   388.6"
"729","A025424","A044108","2006JJ00","   378.8"
"730","A025424","A044108","2007JJ00","   371.1"
"731","A025424","A044108","2008JJ00","   362.8"
"732","A025424","A044108","2009JJ00","   358.0"
"733","A025424","A044108","2010JJ00","   354.9"
"734","A025424","A044108","2011JJ00","   349.5"
"735","A025424","A044108","2012JJ00","   341.3"
"736","A025424","A044108","2013JJ00","   330.8"
"737","A025424","A044108","2014JJ00","   322.4"
"738","A025424","A044108","2015JJ00","   316.0"
"739","A025424","A044108","2016JJ00","   340.3"
"740","A025424","A044108","2017JJ00","   360.3"
"741","A025424","A044108","2018JJ00","   389.3"
"742","A025424","A044108","2019JJ00","   387.5"
"743","A025424","A044108","2020JJ00","   329.1"
"744","A025424","A044116","1990JJ00","   156.5"
"745","A025424","A044116","1991JJ00","   131.5"
"746","A025424","A044116","1992JJ00","   123.6"
"747","A025424","A044116","1993JJ00","   111.8"
"748","A025424","A044116","1994JJ00","   103.7"
"749","A025424","A044116","1995JJ00","    95.8"
"750","A025424","A044116","1996JJ00","    89.3"
"751","A025424","A044116","1997JJ00","    82.0"
"752","A025424","A044116","1998JJ00","    76.1"
"753","A025424","A044116","1999JJ00","    70.8"
"754","A025424","A044116","2000JJ00","    61.4"
"755","A025424","A044116","2001JJ00","    56.3"
"756","A025424","A044116","2002JJ00","    52.9"
"757","A025424","A044116","2003JJ00","    49.8"
"758","A025424","A044116","2004JJ00","    47.8"
"759","A025424","A044116","2005JJ00","    45.4"
"760","A025424","A044116","2006JJ00","    43.4"
"761","A025424","A044116","2007JJ00","    41.1"
"762","A025424","A044116","2008JJ00","    40.9"
"763","A025424","A044116","2009JJ00","    39.1"
"764","A025424","A044116","2010JJ00","    37.3"
"765","A025424","A044116","2011JJ00","    35.7"
"766","A025424","A044116","2012JJ00","    33.9"
"767","A025424","A044116","2013JJ00","    32.5"
"768","A025424","A044116","2014JJ00","    30.9"
"769","A025424","A044116","2015JJ00","    30.3"
"770","A025424","A044116","2016JJ00","    29.3"
"771","A025424","A044116","2017JJ00","    28.8"
"772","A025424","A044116","2018JJ00","    27.5"
"773","A025424","A044116","2019JJ00","    26.7"
"774","A025424","A044116","2020JJ00","    27.4"
"775","A025424","A044117","1990JJ00","    36.9"
"776","A025424","A044117","1991JJ00","    33.2"
"777","A025424","A044117","1992JJ00","    30.7"
"778","A025424","A044117","1993JJ00","    27.6"
"779","A025424","A044117","1994JJ00","    25.2"
"780","A025424","A044117","1995JJ00","    22.3"
"781","A025424","A044117","1996JJ00","    19.8"
"782","A025424","A044117","1997JJ00","    17.7"
"783","A025424","A044117","1998JJ00","    15.6"
"784","A025424","A044117","1999JJ00","    13.8"
"785","A025424","A044117","2000JJ00","    11.1"
"786","A025424","A044117","2001JJ00","     9.1"
"787","A025424","A044117","2002JJ00","     7.5"
"788","A025424","A044117","2003JJ00","     6.1"
"789","A025424","A044117","2004JJ00","     5.1"
"790","A025424","A044117","2005JJ00","     4.3"
"791","A025424","A044117","2006JJ00","     3.7"
"792","A025424","A044117","2007JJ00","     3.4"
"793","A025424","A044117","2008JJ00","     3.2"
"794","A025424","A044117","2009JJ00","     3.1"
"795","A025424","A044117","2010JJ00","     2.9"
"796","A025424","A044117","2011JJ00","     3.0"
"797","A025424","A044117","2012JJ00","     2.8"
"798","A025424","A044117","2013JJ00","     2.8"
"799","A025424","A044117","2014JJ00","     2.7"
"800","A025424","A044117","2015JJ00","     2.7"
"801","A025424","A044117","2016JJ00","     2.8"
"802","A025424","A044117","2017JJ00","     2.8"
"803","A025424","A044117","2018JJ00","     2.8"
"804","A025424","A044117","2019JJ00","     2.8"
"805","A025424","A044117","2020JJ00","     1.8"
"806","A025424","A044115","1990JJ00","   193.3"
"807","A025424","A044115","1991JJ00","   164.7"
"808","A025424","A044115","1992JJ00","   154.3"
"809","A025424","A044115","1993JJ00","   139.4"
"810","A025424","A044115","1994JJ00","   128.9"
"811","A025424","A044115","1995JJ00","   118.2"
"812","A025424","A044115","1996JJ00","   109.1"
"813","A025424","A044115","1997JJ00","    99.7"
"814","A025424","A044115","1998JJ00","    91.7"
"815","A025424","A044115","1999JJ00","    84.6"
"816","A025424","A044115","2000JJ00","    72.5"
"817","A025424","A044115","2001JJ00","    65.5"
"818","A025424","A044115","2002JJ00","    60.3"
"819","A025424","A044115","2003JJ00","    55.9"
"820","A025424","A044115","2004JJ00","    52.9"
"821","A025424","A044115","2005JJ00","    49.7"
"822","A025424","A044115","2006JJ00","    47.2"
"823","A025424","A044115","2007JJ00","    44.5"
"824","A025424","A044115","2008JJ00","    44.1"
"825","A025424","A044115","2009JJ00","    42.1"
"826","A025424","A044115","2010JJ00","    40.2"
"827","A025424","A044115","2011JJ00","    38.6"
"828","A025424","A044115","2012JJ00","    36.7"
"829","A025424","A044115","2013JJ00","    35.3"
"830","A025424","A044115","2014JJ00","    33.6"
"831","A025424","A044115","2015JJ00","    33.0"
"832","A025424","A044115","2016JJ00","    32.1"
"833","A025424","A044115","2017JJ00","    31.6"
"834","A025424","A044115","2018JJ00","    30.3"
"835","A025424","A044115","2019JJ00","    29.6"
"836","A025424","A044115","2020JJ00","    29.1"
"837","A025424","A044107","1990JJ00","     7.6"
"838","A025424","A044107","1991JJ00","     6.4"
"839","A025424","A044107","1992JJ00","     6.1"
"840","A025424","A044107","1993JJ00","     5.6"
"841","A025424","A044107","1994JJ00","     5.3"
"842","A025424","A044107","1995JJ00","     5.0"
"843","A025424","A044107","1996JJ00","     4.7"
"844","A025424","A044107","1997JJ00","     4.4"
"845","A025424","A044107","1998JJ00","     4.2"
"846","A025424","A044107","1999JJ00","     4.0"
"847","A025424","A044107","2000JJ00","     3.6"
"848","A025424","A044107","2001JJ00","     3.5"
"849","A025424","A044107","2002JJ00","     3.5"
"850","A025424","A044107","2003JJ00","     3.4"
"851","A025424","A044107","2004JJ00","     3.4"
"852","A025424","A044107","2005JJ00","     3.3"
"853","A025424","A044107","2006JJ00","     3.2"
"854","A025424","A044107","2007JJ00","     3.1"
"855","A025424","A044107","2008JJ00","     3.1"
"856","A025424","A044107","2009JJ00","     3.0"
"857","A025424","A044107","2010JJ00","     2.9"
"858","A025424","A044107","2011JJ00","     2.8"
"859","A025424","A044107","2012JJ00","     2.7"
"860","A025424","A044107","2013JJ00","     2.7"
"861","A025424","A044107","2014JJ00","     2.6"
"862","A025424","A044107","2015JJ00","     2.5"
"863","A025424","A044107","2016JJ00","     2.5"
"864","A025424","A044107","2017JJ00","     2.5"
"865","A025424","A044107","2018JJ00","     2.4"
"866","A025424","A044107","2019JJ00","     2.4"
"867","A025424","A044107","2020JJ00","     2.4"
"868","A025424","A044118","1990JJ00","   185.8"
"869","A025424","A044118","1991JJ00","   158.3"
"870","A025424","A044118","1992JJ00","   148.2"
"871","A025424","A044118","1993JJ00","   133.8"
"872","A025424","A044118","1994JJ00","   123.7"
"873","A025424","A044118","1995JJ00","   113.2"
"874","A025424","A044118","1996JJ00","   104.4"
"875","A025424","A044118","1997JJ00","    95.3"
"876","A025424","A044118","1998JJ00","    87.5"
"877","A025424","A044118","1999JJ00","    80.6"
"878","A025424","A044118","2000JJ00","    68.9"
"879","A025424","A044118","2001JJ00","    62.0"
"880","A025424","A044118","2002JJ00","    56.9"
"881","A025424","A044118","2003JJ00","    52.5"
"882","A025424","A044118","2004JJ00","    49.5"
"883","A025424","A044118","2005JJ00","    46.5"
"884","A025424","A044118","2006JJ00","    44.0"
"885","A025424","A044118","2007JJ00","    41.4"
"886","A025424","A044118","2008JJ00","    41.0"
"887","A025424","A044118","2009JJ00","    39.2"
"888","A025424","A044118","2010JJ00","    37.3"
"889","A025424","A044118","2011JJ00","    35.8"
"890","A025424","A044118","2012JJ00","    34.0"
"891","A025424","A044118","2013JJ00","    32.6"
"892","A025424","A044118","2014JJ00","    31.0"
"893","A025424","A044118","2015JJ00","    30.4"
"894","A025424","A044118","2016JJ00","    29.6"
"895","A025424","A044118","2017JJ00","    29.1"
"896","A025424","A044118","2018JJ00","    27.9"
"897","A025424","A044118","2019JJ00","    27.2"
"898","A025424","A044118","2020JJ00","    26.8"
"899","A025424","A044112","1990JJ00","   257.9"
"900","A025424","A044112","1991JJ00","   249.1"
"901","A025424","A044112","1992JJ00","   242.4"
"902","A025424","A044112","1993JJ00","   224.7"
"903","A025424","A044112","1994JJ00","   209.6"
"904","A025424","A044112","1995JJ00","   196.5"
"905","A025424","A044112","1996JJ00","   185.6"
"906","A025424","A044112","1997JJ00","   175.4"
"907","A025424","A044112","1998JJ00","   167.5"
"908","A025424","A044112","1999JJ00","   167.1"
"909","A025424","A044112","2000JJ00","   158.6"
"910","A025424","A044112","2001JJ00","   151.5"
"911","A025424","A044112","2002JJ00","   145.5"
"912","A025424","A044112","2003JJ00","   140.5"
"913","A025424","A044112","2004JJ00","   137.9"
"914","A025424","A044112","2005JJ00","   134.3"
"915","A025424","A044112","2006JJ00","   130.6"
"916","A025424","A044112","2007JJ00","   128.9"
"917","A025424","A044112","2008JJ00","   125.7"
"918","A025424","A044112","2009JJ00","   119.6"
"919","A025424","A044112","2010JJ00","   113.8"
"920","A025424","A044112","2011JJ00","   108.0"
"921","A025424","A044112","2012JJ00","   102.0"
"922","A025424","A044112","2013JJ00","    94.9"
"923","A025424","A044112","2014JJ00","    90.8"
"924","A025424","A044112","2015JJ00","    89.1"
"925","A025424","A044112","2016JJ00","    87.2"
"926","A025424","A044112","2017JJ00","    82.9"
"927","A025424","A044112","2018JJ00","    79.2"
"928","A025424","A044112","2019JJ00","    73.1"
"929","A025424","A044112","2020JJ00","    61.8"
"930","A025424","A044110","1990JJ00","     0.3"
"931","A025424","A044110","1991JJ00","     0.4"
"932","A025424","A044110","1992JJ00","     0.5"
"933","A025424","A044110","1993JJ00","     0.6"
"934","A025424","A044110","1994JJ00","     0.7"
"935","A025424","A044110","1995JJ00","     0.8"
"936","A025424","A044110","1996JJ00","     0.8"
"937","A025424","A044110","1997JJ00","     0.8"
"938","A025424","A044110","1998JJ00","     0.8"
